layer_id,quote_id,pas_id,_pdm_last_update_timestamp,rating_basis,conditional_premium_reduction,our_share_pct,our_share_pct_london,our_share_pct_non_london,london_estimated_signed_line,london_order_percentage,tech_gnwp,modtech_gnwp,sold_gnwp,tech_ggwp,modtech_ggwp,sold_ggwp,sold_ggwp_our_share,tech_elc,modtech_elc,tech_gg_elr,modtech_gg_elr,tech_gn_elr,modtech_gn_elr,commission,sold_to_modtech,modtech_to_tech
Q00244-L2,Q00244,PAS-000244,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.865,157978.66,154133.41,120736.45,175408.87,171139.37,134057.64,30739.42,106213.42,108419.68,0.605519,0.633517,0.672328,0.703415,23994.94,0.783324,0.97566
Q00245-L1,Q00245,PAS-000245,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5749,237567.95,236353.55,194038.86,261068.22,259733.68,213233.22,37998.16,148170.94,148723.92,0.567556,0.572602,0.623699,0.629243,34933.12,0.820969,0.994888
Q00245-L2,Q00245,PAS-000245,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5749,38662.37,36148.9,30857.97,40774.67,38123.88,32543.88,5799.32,25958.59,23984.63,0.636635,0.629124,0.671417,0.663495,3197.15,0.853635,0.934989
Q00245-L3,Q00245,PAS-000245,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5749,71820.61,64327.37,62988.25,76532.49,68547.65,67120.67,11960.9,55229.9,50351.14,0.721653,0.734542,0.768998,0.782733,7756.0,0.979183,0.895667
Q00246-L1,Q00246,PAS-000246,2026-04-25 22:00:00.000,Limit,Conditional discount applied,1.0,1.0,0.0,1.0,0.5818,430826.66,385746.88,372479.05,464428.95,415833.17,401530.52,80386.41,246739.24,213022.73,0.531274,0.512279,0.572711,0.552234,53899.08,0.965605,0.895364
Q00246-L2,Q00246,PAS-000246,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5818,2028788.03,1750782.25,1522138.93,2241198.38,1934085.91,1681504.06,336637.11,1226185.19,1059072.73,0.547111,0.547583,0.604393,0.604914,288522.49,0.869405,0.86297
Q00247-L1,Q00247,PAS-000247,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7725,72950.34,66918.94,59399.02,80296.16,73657.42,65380.27,18129.95,41220.98,36031.57,0.513362,0.489178,0.565055,0.538436,10868.13,0.887626,0.917322
Q00248-L1,Q00248,PAS-000248,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.861,362922.19,361667.63,299358.16,406509.51,405104.27,335311.38,20420.46,253993.53,243638.14,0.624816,0.601421,0.699857,0.673652,64196.38,0.827716,0.996543
Q00248-L2,Q00248,PAS-000248,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.861,166416.7,176662.89,162988.19,186715.71,198211.7,182868.99,11136.72,96978.4,103365.64,0.519391,0.521491,0.582744,0.585101,35438.89,0.922594,1.061569
Q00249-L1,Q00249,PAS-000249,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.7351,1929320.01,1907688.59,1525895.45,2170087.48,2145756.59,1716317.98,88218.74,1487614.39,1488693.94,0.685509,0.693785,0.771056,0.780365,338590.95,0.799866,0.988788
Q00250-L1,Q00250,PAS-000250,2026-04-25 22:00:00.000,Limit,Premium reduction conditional on no claims,1.0,1.0,0.0,1.0,0.5917,296127.91,256163.6,263801.13,318587.61,275592.22,283809.02,57613.23,179958.25,158473.82,0.564863,0.57503,0.607704,0.618643,37194.76,1.029815,0.865044
Q00250-L2,Q00250,PAS-000250,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5917,682481.63,628106.83,532635.46,750026.54,690270.29,585350.16,118826.08,386342.68,340973.75,0.515105,0.493971,0.566085,0.542859,95934.78,0.848001,0.920328
